group_type,group,total_files,NONE_count,NONE_percent,LZ4_count,LZ4_percent,ZSTD_count,ZSTD_percent,UNKNOWN_count,UNKNOWN_percent,compressed_count,compressed_percent,stored_bytes,known_original_size_files,known_original_bytes,minimum_original_bytes,maximum_original_bytes,average_original_bytes,compressed_stored_bytes,compressed_original_bytes,compressed_ratio_percent
directory_depth_3,rigidmodels\buildings\wh_mushgroup_02_c,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,62924,1,62924,62924,62924,62924.00,0,,
directory_depth_3,rigidmodels\buildings\wh_pillarofbone,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,230582,1,230582,230582,230582,230582.00,0,,
directory_depth_3,rigidmodels\buildings\wh_pillarofbone_leg_a,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,64104,1,64104,64104,64104,64104.00,0,,
directory_depth_3,rigidmodels\buildings\wh_pillarofbone_leg_b,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,69094,1,69094,69094,69094,69094.00,0,,
directory_depth_3,rigidmodels\buildings\wh_pillarofbone_leg_c,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,88882,1,88882,88882,88882,88882.00,0,,
directory_depth_3,rigidmodels\buildings\wh_pillarofbone_leg_d,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,90546,1,90546,90546,90546,90546.00,0,,
directory_depth_3,rigidmodels\buildings\wh_river_banks_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,20230,1,20230,20230,20230,20230.00,0,,
directory_depth_3,rigidmodels\buildings\wh_river_banks_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,20262,1,20262,20262,20262,20262.00,0,,
directory_depth_3,rigidmodels\buildings\wh_river_banks_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,20822,1,20822,20822,20822,20822.00,0,,
directory_depth_3,rigidmodels\buildings\wh_river_banks_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,20822,1,20822,20822,20822,20822.00,0,,
directory_depth_3,rigidmodels\buildings\wh_river_banks_05,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,19908,1,19908,19908,19908,19908.00,0,,
directory_depth_3,rigidmodels\buildings\wh_river_banks_06,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,20218,1,20218,20218,20218,20218.00,0,,
directory_depth_3,rigidmodels\buildings\wh_river_banks_07,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,21018,1,21018,21018,21018,21018.00,0,,
directory_depth_3,rigidmodels\buildings\wh_river_banks_08,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,20204,1,20204,20204,20204,20204.00,0,,
directory_depth_3,rigidmodels\buildings\wh_river_banks_09,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,21018,1,21018,21018,21018,21018.00,0,,
directory_depth_3,rigidmodels\buildings\wh_river_banks_bones_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,196650,1,196650,196650,196650,196650.00,0,,
directory_depth_3,rigidmodels\buildings\wh_seaweed_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,14896,1,14896,14896,14896,14896.00,0,,
directory_depth_3,rigidmodels\buildings\wh_seaweed_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,10736,1,10736,10736,10736,10736.00,0,,
directory_depth_3,rigidmodels\buildings\wh_tomb_face,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,34028,1,34028,34028,34028,34028.00,0,,
directory_depth_3,rigidmodels\buildings\wh_waterfall_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,8724,1,8724,8724,8724,8724.00,0,,
directory_depth_3,rigidmodels\buildings\wh_weaponpile_c,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,105996,1,105996,105996,105996,105996.00,0,,
directory_depth_3,rigidmodels\buildings\wh_weaponpile_d,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,64872,1,64872,64872,64872,64872.00,0,,
directory_depth_3,rigidmodels\buildings\wh_weaponpile_e,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,78220,1,78220,78220,78220,78220.00,0,,
directory_depth_3,rigidmodels\buildings\wh_weaponpile_f,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,98612,1,98612,98612,98612,98612.00,0,,
directory_depth_3,rigidmodels\buildings\wh_weaponpile_skeleton_a,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,123166,1,123166,123166,123166,123166.00,0,,
directory_depth_3,rigidmodels\buildings\wh_weaponpile_skeleton_b,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,93670,1,93670,93670,93670,93670.00,0,,
directory_depth_3,rigidmodels\buildings\wh_weaponpile_skeleton_c,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,64686,1,64686,64686,64686,64686.00,0,,
directory_depth_3,rigidmodels\buildings\wh_weaponpile_skeleton_d,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,62996,1,62996,62996,62996,62996.00,0,,
directory_depth_3,rigidmodels\buildings\wh_weaponpile_skeleton_e,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,47484,1,47484,47484,47484,47484.00,0,,
directory_depth_3,rigidmodels\buildings\wh_weaponpile_skeleton_f,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,83680,1,83680,83680,83680,83680.00,0,,
directory_depth_3,rigidmodels\buildings\wh_weaponpille_a,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,193488,1,193488,193488,193488,193488.00,0,,
directory_depth_3,rigidmodels\buildings\wh_weaponpille_b,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,167996,1,167996,167996,167996,167996.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_dead_body_pile_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,35350,1,35350,35350,35350,35350.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_basalt_large_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,150072,1,150072,150072,150072,150072.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_basalt_large_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,435032,1,435032,435032,435032,435032.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_basalt_large_02b,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,237660,1,237660,237660,237660,237660.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_basalt_large_02c,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,239476,1,239476,239476,239476,239476.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_basalt_med_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,162808,1,162808,162808,162808,162808.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_basalt_med_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,171600,1,171600,171600,171600,171600.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_basalt_sml_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,25928,1,25928,25928,25928,25928.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_basalt_sml_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,27192,1,27192,27192,27192,27192.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_basalt_sml_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,27728,1,27728,27728,27728,27728.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_bouldergroup_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,152892,1,152892,152892,152892,152892.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_cliffs_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,265136,1,265136,265136,265136,265136.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_cliffs_01_pillar,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,49412,1,49412,49412,49412,49412.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_cliffs_01_pillar_base,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,275176,1,275176,275176,275176,275176.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_cliffs_01_slab,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,96068,1,96068,96068,96068,96068.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_cliffs_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,270672,1,270672,270672,270672,270672.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_cliffs_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,605808,1,605808,605808,605808,605808.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_rockpillar_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,472920,1,472920,472920,472920,472920.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_rockpillar_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,366960,1,366960,366960,366960,366960.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_rockpillar_chunk_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,184664,1,184664,184664,184664,184664.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_rockpillar_chunk_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,202592,1,202592,202592,202592,202592.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_def_rubble_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,139324,1,139324,139324,139324,139324.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_basalt_large_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,150072,1,150072,150072,150072,150072.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_basalt_large_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,435032,1,435032,435032,435032,435032.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_basalt_med_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,162808,1,162808,162808,162808,162808.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_basalt_med_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,171600,1,171600,171600,171600,171600.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_basalt_sml_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,27192,1,27192,27192,27192,27192.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_bouldergroup_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,152892,1,152892,152892,152892,152892.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_cliffs_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,265136,1,265136,265136,265136,265136.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_cliffs_01_pillar,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,49412,1,49412,49412,49412,49412.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_cliffs_01_pillar_base,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,275176,1,275176,275176,275176,275176.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_cliffs_01_slab,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,96068,1,96068,96068,96068,96068.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_cliffs_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,270672,1,270672,270672,270672,270672.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_rockpillar_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,472920,1,472920,472920,472920,472920.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_rockpillar_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,366960,1,366960,366960,366960,366960.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_rockpillar_chunk_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,184664,1,184664,184664,184664,184664.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_rockpillar_chunk_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,202592,1,202592,202592,202592,202592.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_desert_rubble_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,139324,1,139324,139324,139324,139324.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_dlc09_tmb_tatty_banners,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,87320,2,87320,41636,45684,43660.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_basalt_large_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,150072,1,150072,150072,150072,150072.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_basalt_large_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,435032,1,435032,435032,435032,435032.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_basalt_med_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,162808,1,162808,162808,162808,162808.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_basalt_med_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,171600,1,171600,171600,171600,171600.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_basalt_sml_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,25928,1,25928,25928,25928,25928.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_basalt_sml_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,27192,1,27192,27192,27192,27192.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_basalt_sml_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,27728,1,27728,27728,27728,27728.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_bouldergroup_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,152892,1,152892,152892,152892,152892.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_cliffs_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,265136,1,265136,265136,265136,265136.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_cliffs_01_pillar,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,49412,1,49412,49412,49412,49412.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_cliffs_01_pillar_base,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,275176,1,275176,275176,275176,275176.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_cliffs_01_slab,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,96068,1,96068,96068,96068,96068.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_cliffs_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,270672,1,270672,270672,270672,270672.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_cliffs_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,605808,1,605808,605808,605808,605808.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_rockpillar_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,472920,1,472920,472920,472920,472920.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_rockpillar_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,366960,1,366960,366960,366960,366960.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_rockpillar_chunk_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,184664,1,184664,184664,184664,184664.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_rockpillar_chunk_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,202592,1,202592,202592,202592,202592.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_rubble_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,139324,1,139324,139324,139324,139324.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_hef_rubble_02_walkable,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,191464,1,191464,191464,191464,191464.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_basalt_large_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,150072,1,150072,150072,150072,150072.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_basalt_large_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,435032,1,435032,435032,435032,435032.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_basalt_med_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,162808,1,162808,162808,162808,162808.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_basalt_med_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,171600,1,171600,171600,171600,171600.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_basalt_sml_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,25928,1,25928,25928,25928,25928.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_basalt_sml_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,27192,1,27192,27192,27192,27192.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_basalt_sml_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,27728,1,27728,27728,27728,27728.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_bouldergroup_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,152892,1,152892,152892,152892,152892.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_cliffs_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,265136,1,265136,265136,265136,265136.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_cliffs_01_pillar,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,49412,1,49412,49412,49412,49412.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_cliffs_01_pillar_base,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,275176,1,275176,275176,275176,275176.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_cliffs_01_slab,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,96068,1,96068,96068,96068,96068.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_cliffs_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,270672,1,270672,270672,270672,270672.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_cliffs_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,605808,1,605808,605808,605808,605808.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_rockpillar_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,472920,1,472920,472920,472920,472920.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_rockpillar_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,366960,1,366960,366960,366960,366960.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_rockpillar_chunk_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,184664,1,184664,184664,184664,184664.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_rockpillar_chunk_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,202592,1,202592,202592,202592,202592.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_ice_rubble_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,139324,1,139324,139324,139324,139324.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_lavaflow_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,26710,1,26710,26710,26710,26710.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_lavapool_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,31548,1,31548,31548,31548,31548.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_seaplane_300x,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,101480,1,101480,101480,101480,101480.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_basalt_large_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,150072,1,150072,150072,150072,150072.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_basalt_large_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,435032,1,435032,435032,435032,435032.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_basalt_med_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,162808,1,162808,162808,162808,162808.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_basalt_med_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,171600,1,171600,171600,171600,171600.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_basalt_sml_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,25928,1,25928,25928,25928,25928.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_basalt_sml_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,27192,1,27192,27192,27192,27192.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_basalt_sml_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,27728,1,27728,27728,27728,27728.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_bouldergroup_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,152892,1,152892,152892,152892,152892.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_cliffs_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,265136,1,265136,265136,265136,265136.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_cliffs_01_pillar,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,49412,1,49412,49412,49412,49412.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_cliffs_01_pillar_base,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,275176,1,275176,275176,275176,275176.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_cliffs_01_slab,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,96068,1,96068,96068,96068,96068.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_cliffs_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,270672,1,270672,270672,270672,270672.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_cliffs_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,605808,1,605808,605808,605808,605808.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_rockpillar_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,472920,1,472920,472920,472920,472920.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_rockpillar_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,366960,1,366960,366960,366960,366960.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_rockpillar_chunk_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,184664,1,184664,184664,184664,184664.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_rockpillar_chunk_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,202592,1,202592,202592,202592,202592.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_stl_rubble_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,139324,1,139324,139324,139324,139324.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_swampplane_300x,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,101480,1,101480,101480,101480,101480.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_waterplane_300x,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,2120,1,2120,2120,2120,2120.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_waterplane_env_colours_300x,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,2120,1,2120,2120,2120,2120.00,0,,
directory_depth_3,rigidmodels\buildings\wh2_waterplane_shallow_300x,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,2120,1,2120,2120,2120,2120.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_bloodfall_small_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,21300,1,21300,21300,21300,21300.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_bedrock_exposed_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,82846,1,82846,82846,82846,82846.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_bedrock_exposed_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,38636,1,38636,38636,38636,38636.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_bedrock_exposed_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,72754,1,72754,72754,72754,72754.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_bedrock_exposed_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,126390,1,126390,126390,126390,126390.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_boulder_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,41552,1,41552,41552,41552,41552.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_boulder_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,96556,1,96556,96556,96556,96556.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_boulder_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,76704,1,76704,76704,76704,76704.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_boulder_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,96196,1,96196,96196,96196,96196.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_boulder_05,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,29740,1,29740,29740,29740,29740.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_boulder_06,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,43736,1,43736,43736,43736,43736.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_boulder_07,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,50896,1,50896,50896,50896,50896.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_boulder_08,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,56056,1,56056,56056,56056,56056.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_boulder_ground_a,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,202626,1,202626,202626,202626,202626.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_boulder_ground_b,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,178088,1,178088,178088,178088,178088.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_boulder_ground_c,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,256510,1,256510,256510,256510,256510.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_boulder_ground_d,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,192500,1,192500,192500,192500,192500.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_cliff_big_a_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1015428,1,1015428,1015428,1015428,1015428.00,0,,
directory_depth_3,rigidmodels\buildings\wh3_glb_cliff_big_a_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,419370,1,419370,419370,419370,419370.00,0,,
