group_type,group,total_files,NONE_count,NONE_percent,LZ4_count,LZ4_percent,ZSTD_count,ZSTD_percent,UNKNOWN_count,UNKNOWN_percent,compressed_count,compressed_percent,stored_bytes,known_original_size_files,known_original_bytes,minimum_original_bytes,maximum_original_bytes,average_original_bytes,compressed_stored_bytes,compressed_original_bytes,compressed_ratio_percent
directory_depth_3,rigidmodels\buildings\dwf_batteringram,16,16,100.00,0,0.00,0,0.00,0,0.00,0,0.00,2021154,16,2021154,7108,742298,126322.13,0,,
directory_depth_3,rigidmodels\buildings\dwf_battle_shrine_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,393514,1,393514,393514,393514,393514.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_boar_roaster,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,142766,2,142766,58720,84046,71383.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_brazier_01,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,328930,2,328930,61288,267642,164465.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,451696,1,451696,451696,451696,451696.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,62728,1,62728,62728,62728,62728.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,42856,1,42856,42856,42856,42856.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_03_end,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,35000,1,35000,35000,35000,35000.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_03_gameplay_end,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,35000,1,35000,35000,35000,35000.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_04,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,618298,2,618298,285574,332724,309149.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_04_end,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,320948,2,320948,154554,166394,160474.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_05,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,344870,1,344870,344870,344870,344870.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_110m_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,529464,1,529464,529464,529464,529464.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_deco_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,22128,1,22128,22128,22128,22128.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_gameplay_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,454036,1,454036,454036,454036,454036.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_gameplay_02,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,156838,2,156838,62728,94110,78419.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_gameplay_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,35000,1,35000,35000,35000,35000.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_gameplay_03_end,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,35000,1,35000,35000,35000,35000.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_gameplay_04,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,618298,2,618298,285574,332724,309149.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_gameplay_04_end,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,320948,2,320948,154554,166394,160474.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_gameplay_05_end,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,79166,1,79166,79166,79166,79166.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_gameplay_06,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,388432,1,388432,388432,388432,388432.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_bridge_routing_01,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1724214,2,1724214,743464,980750,862107.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_capture_doorway_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,480974,1,480974,480974,480974,480974.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_capture_wall_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,435588,1,435588,435588,435588,435588.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_capture_wall_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,420632,1,420632,420632,420632,420632.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_capturepoint_01_01,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1489192,2,1489192,732900,756292,744596.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_capturepoint_01_03,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1972036,3,1972036,541880,726496,657345.33,0,,
directory_depth_3,rigidmodels\buildings\dwf_cart_large_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,195292,1,195292,195292,195292,195292.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_block_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,387108,1,387108,387108,387108,387108.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_block_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,589598,1,589598,589598,589598,589598.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_block_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,246652,1,246652,246652,246652,246652.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_block_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,577060,1,577060,577060,577060,577060.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_block_05,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,116886,1,116886,116886,116886,116886.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_block_06,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,210650,1,210650,210650,210650,210650.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_block_07,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,512426,1,512426,512426,512426,512426.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_roof_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,46996,1,46996,46996,46996,46996.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_roof_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,47708,1,47708,47708,47708,47708.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_roof_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,63136,1,63136,63136,63136,63136.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_roof_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,63344,1,63344,63344,63344,63344.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_roof_05,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,56280,1,56280,56280,56280,56280.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_roof_06,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,77108,1,77108,77108,77108,77108.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_walls_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,892702,1,892702,892702,892702,892702.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_walls_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,803940,1,803940,803940,803940,803940.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_walls_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,639440,1,639440,639440,639440,639440.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_walls_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,848444,1,848444,848444,848444,848444.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_walls_05,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,409660,1,409660,409660,409660,409660.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cave_walls_06,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,610026,1,610026,610026,610026,610026.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_chimney_big_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,52496,1,52496,52496,52496,52496.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_chimney_big_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,27156,1,27156,27156,27156,27156.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_chimney_big_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,8916,1,8916,8916,8916,8916.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_chimney_big_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,16004,1,16004,16004,16004,16004.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_block_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,219244,1,219244,219244,219244,219244.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_01_a,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,81430,1,81430,81430,81430,81430.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_01_b,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,84962,1,84962,84962,84962,84962.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_01_c,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,81572,1,81572,81572,81572,81572.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_01_d,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,81638,1,81638,81638,81638,81638.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_01_e,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,82210,1,82210,82210,82210,82210.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_01_e_mirror,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,82172,1,82172,82172,82172,82172.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_01_f,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,85218,1,85218,85218,85218,85218.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_01_g,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,81690,1,81690,81690,81690,81690.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_01_h,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,81722,1,81722,81722,81722,81722.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_02_a,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,79956,1,79956,79956,79956,79956.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_02_b,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,79772,1,79772,79772,79772,79772.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_02_c,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,81220,1,81220,81220,81220,81220.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_02_d,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,81562,1,81562,81562,81562,81562.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_02_e,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,81498,1,81498,81498,81498,81498.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_lrg_02_f,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,83102,1,83102,83102,83102,83102.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_stal_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,76998,1,76998,76998,76998,76998.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_cliff_stal_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,593042,1,593042,593042,593042,593042.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_columns_big_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,160760,1,160760,160760,160760,160760.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_columns_corner_big_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,100288,1,100288,100288,100288,100288.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_debris_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,3516,1,3516,3516,3516,3516.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_debris_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,6024,1,6024,6024,6024,6024.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_debris_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,4380,1,4380,4380,4380,4380.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_debris_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,9600,1,9600,9600,9600,9600.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_debris_05,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,3516,1,3516,3516,3516,3516.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_debris_06,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,10044,1,10044,10044,10044,10044.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_debris_07,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,9048,1,9048,9048,9048,9048.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_debris_08,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,10148,1,10148,10148,10148,10148.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_defense_bastion_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,238396,1,238396,238396,238396,238396.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_defense_bastion_02,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,806728,3,806728,93970,359532,268909.33,0,,
directory_depth_3,rigidmodels\buildings\dwf_defense_bastion_door_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,9024,1,9024,9024,9024,9024.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_defense_tower_01,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,600032,2,600032,270136,329896,300016.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_defense_tower_02,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,562904,2,562904,223568,339336,281452.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_forge_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,882392,1,882392,882392,882392,882392.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_forge_arch_cnr,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,71212,1,71212,71212,71212,71212.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_forge_arch_end,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,5524,1,5524,5524,5524,5524.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_forge_arch_slope,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,381668,3,381668,103736,168138,127222.67,0,,
directory_depth_3,rigidmodels\buildings\dwf_forge_arch_str,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,239688,3,239688,52604,111342,79896.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_forge_conveyer,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,308792,1,308792,308792,308792,308792.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_forge_drophammer_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,128488,1,128488,128488,128488,128488.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_forge_drophammer_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,179262,1,179262,179262,179262,179262.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_forge_drophammer_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,247228,1,247228,247228,247228,247228.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_forge_hammer_giant,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,857490,2,857490,407372,450118,428745.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_gatehouse_60m,9,9,100.00,0,0.00,0,0.00,0,0.00,0,0.00,3298000,9,3298000,113032,1190628,366444.44,0,,
directory_depth_3,rigidmodels\buildings\dwf_gatehouse_head_01,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,247712,2,247712,120680,127032,123856.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_gatehouse_head_02,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,235574,2,235574,108542,127032,117787.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_grimms_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,155726,1,155726,155726,155726,155726.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_grimms_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,259528,1,259528,259528,259528,259528.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_grimms_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,194470,1,194470,194470,194470,194470.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_grimms_04,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,72254,1,72254,72254,72254,72254.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_gyro_pad_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1332066,1,1332066,1332066,1332066,1332066.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_house_barrel_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,899208,1,899208,899208,899208,899208.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_house_blacksmith_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,1123592,1,1123592,1123592,1123592,1123592.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_house_brewery_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,815108,1,815108,815108,815108,815108.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_house_doublestorey_01,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,4258358,3,4258358,1311170,1510876,1419452.67,0,,
directory_depth_3,rigidmodels\buildings\dwf_house_doublestorey_02,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,3579686,3,3579686,1071262,1287544,1193228.67,0,,
directory_depth_3,rigidmodels\buildings\dwf_lamp_small,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,6524,2,6524,2976,3548,3262.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_lantern_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,293592,1,293592,293592,293592,293592.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_lantern_hanging_01,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,466732,3,466732,139344,187470,155577.33,0,,
directory_depth_3,rigidmodels\buildings\dwf_merlon_01,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,52948,3,52948,12918,22364,17649.33,0,,
directory_depth_3,rigidmodels\buildings\dwf_merlon_01_mirror,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,42196,3,42196,7446,22556,14065.33,0,,
directory_depth_3,rigidmodels\buildings\dwf_merlon_02,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,57342,3,57342,13948,22364,19114.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_merlon_03,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,53970,3,53970,13948,22364,17990.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_merlon_gatehouse_small_01,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,18550,2,18550,7524,11026,9275.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_merlon_gatehouse_small_02,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,18026,2,18026,7524,10502,9013.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_ming_cart_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,41168,1,41168,41168,41168,41168.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_ming_cart_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,49800,1,49800,49800,49800,49800.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_ming_equip_misc_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,114258,1,114258,114258,114258,114258.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_ming_equip_misc_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,149436,1,149436,149436,149436,149436.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_ming_equip_misc_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,151192,1,151192,151192,151192,151192.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_anvil,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,43356,1,43356,43356,43356,43356.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_chain_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,78660,1,78660,78660,78660,78660.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_coal_pit_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,155190,1,155190,155190,155190,155190.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_cog_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,67108,1,67108,67108,67108,67108.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_conveyer_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,232300,1,232300,232300,232300,232300.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_conveyer_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,58468,1,58468,58468,58468,58468.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_crucible,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,26788,1,26788,26788,26788,26788.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_elevator_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,182428,1,182428,182428,182428,182428.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_entrance_face_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,113766,1,113766,113766,113766,113766.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_entrance_large_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,24708,1,24708,24708,24708,24708.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_entrance_roman_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,11572,1,11572,11572,11572,11572.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_entrance_shed_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,131888,1,131888,131888,131888,131888.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_equip_engine_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,195864,1,195864,195864,195864,195864.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_forge_metal_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,136928,1,136928,136928,136928,136928.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_forge_metal_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,223040,1,223040,223040,223040,223040.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_forge_pit_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,227604,1,227604,227604,227604,227604.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_forge_stone,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,12068,1,12068,12068,12068,12068.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_hammer,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,10136,1,10136,10136,10136,10136.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_shed_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,41844,1,41844,41844,41844,41844.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_shed_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,16528,1,16528,16528,16528,16528.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_stairs_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,50076,1,50076,50076,50076,50076.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_strut_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,5196,1,5196,5196,5196,5196.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_track_arch_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,14772,1,14772,14772,14772,14772.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_track_cnr_5m,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,28816,1,28816,28816,28816,28816.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_track_crane_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,33980,1,33980,33980,33980,33980.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_track_end_5m,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,22880,1,22880,22880,22880,22880.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_track_rdwn_5m,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,124740,3,124740,38488,45616,41580.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_track_rup_5m,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,123756,3,123756,38488,44144,41252.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_track_str_5m,3,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,126728,3,126728,38256,49984,42242.67,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_trap_door_01,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,14672,1,14672,14672,14672,14672.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_mining_wbarrow,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,18056,1,18056,18056,18056,18056.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_road_std_01,2,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,314294,2,314294,130042,184252,157147.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_road_std_02,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,83066,1,83066,83066,83066,83066.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_road_std_03,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,84924,1,84924,84924,84924,84924.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_rock_a,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,53720,1,53720,53720,53720,53720.00,0,,
directory_depth_3,rigidmodels\buildings\dwf_rock_b,1,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,57144,1,57144,57144,57144,57144.00,0,,
